track_id,track_name,popularity,duration_ms,explicit,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6e2lt5O6aOUGQ8BWSo0gNr,End Of The Road,48,199880,False,0.585,0.441,0.0311,0.501,0.534,0.0967,0.0591,114.091
1cADd4hbtfYDFesyH8i1eB,The Work,27,212893,False,0.491,0.913,0.0567,1.88e-05,2.26e-06,0.327,0.59,89.987
0C4m2ViRBc1rCfsU8wFMKT,Trenchfoot,26,236293,False,0.643,0.407,0.0355,0.414,0.000385,0.116,0.332,132.449
1o95Vc19sHgVwk20YwNPvR,Unicron,28,73066,True,0.495,0.531,0.0582,0.696,0.0,0.165,0.827,155.227
4VG8zYHXRHQ8AJLpUc4kMO,Issues,28,185250,False,0.582,0.541,0.059,0.324,0.0,0.0646,0.562,154.871
4psC6LXiY2vMsYAuYETR1C,Darkest Heart,28,122600,True,0.463,0.656,0.0468,0.0845,0.00224,0.16,0.798,176.907
3XYi7KXhUG4kDaz34o3F1g,Control,27,175336,False,0.709,0.156,0.0357,0.924,7.77e-05,0.0895,0.188,109.799
6D16aFALxgo3b5Hw7Na1Fw,Fall Out,28,214099,True,0.434,0.832,0.0716,0.348,3.2e-05,0.158,0.591,93.674
1NByMwpOZY69Mmy4l7jYRF,The Gathering,27,159019,True,0.424,0.942,0.118,0.0025,1.14e-06,0.23,0.447,143.671
1Cu8QneXq0Hq1HJqkZDPbN,This Time Tomorrow,60,206267,False,0.606,0.326,0.0294,0.841,0.0,0.139,0.414,91.626
1R8uexh18C6rWgBiUsZr6L,Roll Me Through the Gates of Hell - Acoustic Version,28,233306,False,0.488,0.627,0.0534,0.416,0.0,0.103,0.757,118.434
7rIBp3U5Igzn44l7Z7mOtE,SUN,48,241466,False,0.782,0.684,0.0398,0.021,0.0,0.125,0.858,108.171
09IZGpkbdHfJS4g33j6ALr,Sweet but Psycho - Acoustic,43,188712,False,0.664,0.263,0.0274,0.814,0.0,0.0817,0.371,96.214
5vk20vCA4C23pXxFhtbBTx,I'm the One - Acoustic,54,233488,False,0.601,0.372,0.0292,0.835,0.0,0.129,0.444,146.086
3SqVMOupg0AX9xTWqP9PSD,Magic,49,245653,False,0.652,0.586,0.0402,0.469,0.0,0.0846,0.554,144.031
3nBmy2hAqIDmMOD0VZGB7I,Lost,45,198386,False,0.47,0.292,0.0284,0.904,0.000104,0.0889,0.168,66.109
35L0y18MvVAEvx7hFW8Tyy,黄金の月,27,319533,False,0.673,0.658,0.0343,0.176,1.57e-05,0.08,0.863,97.989
0roPf0bwAsBDZv1bR15m15,It Would Be You,52,219066,False,0.655,0.587,0.045,0.26,6.07e-06,0.0953,0.521,91.494
05QEiRtbs57De7NxgUNOHp,As It Was - Acoustic Instrumental,41,139612,False,0.287,0.245,0.0493,0.915,0.836,0.112,0.624,84.056
6bbAFA4CZyeOMxEvDImvCh,Sweet Child O' Mine - Acoustic,51,178615,False,0.456,0.134,0.0364,0.976,2.25e-05,0.107,0.316,127.976
2R6CGc2eQJjuVEbH1eUZjq,Beyond The Sea,48,119423,False,0.676,0.118,0.032,0.935,0.0,0.292,0.517,103.948
4XqFl2hYwxBSVWhCG2oPUA,Have I Told You Lately That I Love You - Acoustic,52,201885,False,0.58,0.188,0.0511,0.935,0.0,0.264,0.431,121.648
1t3koreZmmgvTYvxATwqfz,Pilots,39,219653,False,0.809,0.555,0.0617,0.481,1.46e-06,0.133,0.473,104.085
55M1KsnBgjl2eRrPfMP6vy,さくら - 二〇一九,27,279386,False,0.422,0.248,0.03,0.95,1.16e-06,0.325,0.219,134.042
7AWKPOhCIHxetMXujii1KT,Homeland,41,222400,False,0.49,0.456,0.0447,0.0156,0.0,0.0825,0.405,154.805
0NHPxGWfcBbCHBrFm3yaix,The Hardest Thing,43,200227,False,0.605,0.396,0.0667,0.387,0.0,0.0556,0.325,132.08
10a6GUpyRLdfadUPRL5wBg,Supermarket Flowers,45,145753,False,0.463,0.156,0.189,0.89,0.0,0.115,0.478,180.191
2xkMeEvHnRhj2URvART1yE,陽はまた昇る,27,245600,False,0.532,0.928,0.0397,0.108,0.0291,0.201,0.808,113.927
6FfGUAfmwW2ifxnit0hE4K,Swans,41,150346,False,0.387,0.41,0.031,0.608,0.00589,0.102,0.149,117.391
373ovGYBDvfPLo1NNRNMYE,The Greatest Showman - Rewrite The Stars (Acoustic),33,214860,False,0.758,0.206,0.0729,0.628,0.0,0.148,0.25,124.873
2fboUv3gU9L4njbhBdigid,A Million Dreams - Acoustic,48,202928,False,0.545,0.169,0.0457,0.953,0.0,0.152,0.291,138.199
2mHWjrN4rIL8vbWt0Od9Ux,3636,44,251720,False,0.579,0.612,0.0266,0.702,0.00195,0.254,0.623,155.921
59eluCMn0XbOWqeWQ91FTM,君はロックを聴かない,64,246306,False,0.524,0.687,0.0267,0.00135,0.0,0.169,0.619,99.919
7IjL4IoQZMk1dOI4MH1T0i,Paperweight by Joshua Radin and Schuyler Fisk,49,204333,False,0.422,0.119,0.0354,0.555,0.0,0.0959,0.405,179.844
2YGu3QpHqj5AHtS8RzFQdW,Meant to Be,45,186373,False,0.539,0.356,0.0321,0.764,0.00154,0.127,0.489,73.703
7A7IsQQPGxlfHiDDl2Kct7,Paasa,26,169315,False,0.737,0.238,0.034,0.891,0.00336,0.0959,0.234,119.085
4HQr9UGqkHPzboqLb9J8pJ,No Matter Where You Are - Wedding Version,47,251164,False,0.642,0.15,0.0351,0.832,0.0,0.126,0.27,104.978
4Fc7BhMBjIVDnGQG8L6ayi,大安,27,322140,False,0.731,0.485,0.0387,0.284,0.00464,0.147,0.463,106.052
3N7r0W54tqzfdQOwyHamSi,In the Morning,48,306853,False,0.277,0.198,0.0306,0.498,0.00623,0.0984,0.134,149.937
4KMXlzvtC8xjLseDqDjpeU,My Babe,59,162040,False,0.676,0.334,0.0508,0.862,0.0,0.32,0.867,158.0
7qANzA00oGRCWhpHgbVzkO,What a Time to Be Alive,26,199866,False,0.673,0.424,0.0305,0.3,0.0,0.229,0.709,115.038
03czT1nVZDRv2JlpY2GxON,The Longer I Run,53,251453,False,0.602,0.52,0.028,0.732,0.221,0.0982,0.523,151.912
0IS3KnXzXuUj4ss4nhU8hA,You're Not Sorry - Acoustic Covers Versions of Popular Songs,26,149783,False,0.582,0.181,0.0386,0.821,0.0,0.237,0.172,133.431
395XDt5vt8DKguJDjGtYLU,Living in the Moment,48,235080,False,0.65,0.628,0.0232,0.0483,0.0,0.119,0.7,84.141
4A9E08l34BkPsCDAmOpHxb,Other Side Of The World,61,214560,False,0.501,0.684,0.0302,0.485,0.0,0.083,0.369,80.039
76kBXoobhmMlzN5mS1CD3b,Torches Are Calling,27,70506,True,0.389,0.494,0.131,0.186,0.000138,0.0557,0.909,86.872
2J3MdVrlrZ46M4ylHhmNVH,Close to You,26,188040,False,0.721,0.446,0.0305,0.797,8.59e-05,0.136,0.542,118.001
7AZAGSn2B1APKe2XBbzB2G,Far Behind,50,135320,False,0.467,0.855,0.0515,0.174,9.32e-06,0.11,0.565,135.813
7fMxaup9mYP470sT9I71Od,Protest Songs,26,111641,True,0.37,0.703,0.0755,0.366,0.0,0.394,0.482,143.848
1wMG2dMCgh1Bn6d0XkOnHo,White Worms,27,163385,False,0.336,0.761,0.0399,0.000546,0.00284,0.113,0.501,127.065
1k1jxdrfofuDZmAuLtyq6m,Miranda,26,240866,False,0.524,0.578,0.0267,0.000971,6.55e-06,0.326,0.29,75.032
4ckCgKE0aIy4TNSGdm36QT,Linoleum,26,88626,False,0.548,0.666,0.036,0.281,0.0,0.231,0.582,98.806
5Jx83G7IadblXTyvMMo7Uu,Perfectly Dysfunctional,27,207151,True,0.316,0.879,0.113,0.827,0.00239,0.278,0.647,88.614
7n8U8nb1U1yafqgqlZirnf,Internet Song,27,162293,True,0.741,0.66,0.0408,0.521,8.14e-06,0.0941,0.856,81.061
1VtzCELaY7snxB5vNXbAGg,Welcome to Hell,26,158906,False,0.474,0.843,0.209,0.0205,2.71e-06,0.0636,0.901,131.992
6hDBkm6B8HF9B4oATW28YN,Pop Virus,47,182000,False,0.629,0.441,0.126,0.0339,0.0,0.234,0.782,78.177
5fomS2mZjvxxJ2iVH3fosc,All Too Well - Jake's Version,33,578064,False,0.685,0.483,0.0253,0.0772,6.09e-05,0.113,0.331,93.032
5MZYOtR8fcaZoWzweBNdMm,Dilemma,57,247683,False,0.627,0.246,0.0342,0.788,0.0,0.118,0.52,141.303
4tqsFRjUHZ89bMEOAk3lUl,Miss You,44,197546,False,0.592,0.686,0.0389,0.178,0.0,0.111,0.397,101.015
1nnEOnBgHPVpAAZIkFknzv,Kiss Me,58,163913,False,0.663,0.178,0.0532,0.676,0.0,0.279,0.541,82.372
68ngc4vLwImhAeWHmXKcEI,Teenage Dream,48,197195,False,0.53,0.0776,0.0462,0.937,0.0,0.122,0.282,179.911
69LsOTlcKFAlH2QDkEEhmO,White,39,210226,False,0.537,0.674,0.0284,0.426,0.0,0.128,0.329,92.049
1hnSI4JaTQybQXqvzQX3nl,All Falls Down,45,209669,False,0.699,0.189,0.0469,0.944,0.0,0.103,0.328,129.794
6iIylwvWuTqFRhvXMn09KF,This Is Love,49,206451,False,0.683,0.459,0.119,0.257,0.000102,0.0759,0.287,93.083
5hVKGw1OXBCEZgRWFUilk7,Still Falling For You - Acoustic,44,252567,False,0.375,0.298,0.0395,0.822,0.0,0.137,0.425,174.03
2VVWWwQ3FiWnmbukTb6Kd3,I Will Wait,44,216841,False,0.421,0.107,0.0335,0.948,0.0,0.0881,0.118,104.218
2hVaNGGvdvvzRPCK9BUZmA,Always Be My Baby,51,254306,False,0.516,0.311,0.0306,0.936,0.000281,0.107,0.558,129.958
3ih1UH1MuhzVl33wlibBII,Jocelyn Flores - Acoustic Guitar,41,59823,False,0.709,0.119,0.0459,0.902,0.436,0.109,0.336,135.223
55KKAV2VnlggBrVS0J666s,Use Somebody - Acoustic Version,58,186660,False,0.57,0.271,0.0304,0.82,3.27e-06,0.108,0.273,125.862
2vLHinYk689HDnLkrsCZGF,As Long as You Love Me,54,151618,False,0.404,0.167,0.0604,0.891,0.0,0.103,0.298,202.996
6oz8T0xhXzkEVxyelC3Hc3,Can't Go Back,41,227413,False,0.559,0.241,0.0289,0.963,2.3e-05,0.187,0.142,118.916
5JYT9U8oafWV5JtTa7hG09,The Nights - Acoustic,46,118878,False,0.768,0.331,0.0292,0.576,0.0,0.216,0.663,107.044
6RQVpAbblcgqgHeywYi79v,月ひとしずく,26,253600,False,0.592,0.773,0.0281,0.223,0.00057,0.116,0.729,121.097
25fcj6d2W1l8DQL11Czdzb,Party of One (feat. Sam Smith),56,259558,False,0.354,0.206,0.0365,0.779,0.00021,0.0959,0.202,139.056
3TnFkFik1REVmx8V58n6Uu,恋の魔力,27,278613,False,0.495,0.865,0.0414,0.000791,6.68e-06,0.247,0.881,156.924
4zaBf1Dkn1gr7QcRxAWSSg,Take Me Home,46,257706,False,0.356,0.193,0.0311,0.14,2.6e-05,0.116,0.14,145.428
1iAevgb0bInqyeE85Z6Ra3,ドサ回り数え歌,26,177613,False,0.417,0.264,0.0328,0.279,0.0,0.0966,0.501,86.328
6szDk6GLuxosArjs48QzFq,純風,27,177666,False,0.731,0.868,0.0271,0.111,0.0,0.258,0.975,111.154
57BoKvyN8KbOYkncKzQiD4,Truth,26,258271,False,0.6,0.65,0.0282,0.00921,0.0469,0.0781,0.49,139.975
0MWxVd7Hk952psJoL249TT,Jericho,55,203070,False,0.501,0.716,0.0411,0.189,0.0,0.0606,0.363,70.919
2vP0JcTiuYnzrBy45ACKBz,The Weakness In Me,26,200720,False,0.717,0.554,0.044,0.0592,0.0,0.11,0.324,128.039
7pv5juhfq1kco6wioikGHt,Invincible,51,286950,False,0.578,0.742,0.026,0.00511,3.52e-06,0.117,0.2,107.028
2OTAulJdNdYoFQG2oqXtSB,Yellow Lines,51,212373,False,0.636,0.735,0.0318,0.036,1.23e-06,0.0915,0.537,120.969
7xVLM4xNhJo57V5RoinJji,What a Wonderful World,49,138748,False,0.516,0.144,0.051,0.992,0.952,0.115,0.433,134.688
6N8T4RHu7ZerB1dQoZaX6q,No More,47,217400,False,0.379,0.53,0.0355,0.468,0.000216,0.0818,0.577,62.06
7j02rdE5RVtNcNMuLGY5SS,Spoonful,58,170000,False,0.821,0.376,0.0487,0.669,1.39e-05,0.106,0.824,119.039
7qLJmyRxLZCf1ifZlJ2gMZ,Over,27,382474,False,0.371,0.51,0.0468,0.296,8.19e-05,0.0952,0.147,113.32
3D1PuFi2U8lmtdWRZcCz1f,Body Terror Song,58,157600,False,0.507,0.399,0.0358,0.871,0.000377,0.113,0.225,115.588
0uHjs4zpo52qiFeBpdrXYs,VI: Don't Let Love Bog You Down,26,221598,False,0.452,0.797,0.0325,0.28,0.244,0.136,0.642,114.18
5HhcXgRU7kYszL7OQZtNlc,What Are You Doing New Years Eve,27,173546,False,0.456,0.285,0.0501,0.769,0.0,0.125,0.282,129.262
2Z8oSkHTEJedqb1rsgpLih,SOS - Acoustic Covers Versions,26,149610,False,0.351,0.109,0.0435,0.879,0.0,0.158,0.64,76.851
17O2PjGN9JjxHweAvjjSa2,The Power of Love,27,245160,False,0.294,0.294,0.0301,0.9,2.48e-05,0.103,0.18,75.217
1lw2doNDEtF7vZUp966kSN,Mosquitoes,27,163013,True,0.638,0.543,0.0432,0.636,0.01,0.355,0.922,140.864
1Q6A7Uy4vXDfcnigKgwPZp,High 5,26,201866,False,0.382,0.9,0.0685,0.018,0.0,0.0911,0.644,79.965
0WSGIwIEqpfe3jGJ5fZsHr,Don't Wanna Be Without Ya,58,207762,False,0.651,0.86,0.138,0.609,0.00646,0.0735,0.29,115.0
6HRfUOW2Il3284ktPdxoGx,Of Ballots and Barricades - Live,27,104200,False,0.582,0.437,0.0524,0.451,0.0,0.149,0.922,130.467
55phpQC9GSHQ7fAagLh4I7,Dirty Little Rag,27,219219,False,0.461,0.799,0.139,0.744,0.0,0.433,0.797,167.255
5ZZDntOE2nYjjq7Uh2mZcJ,Day Old Coffee,26,73501,False,0.712,0.933,0.0509,0.326,0.0,0.286,0.865,152.02
0T3LR3C4dUD11wdgLm0Xoz,Clawfoot,26,168240,False,0.44,0.947,0.0652,0.0477,9.95e-06,0.0488,0.892,185.147
7HYrjmGBdvzLYgt1gIY5Zn,Peach,27,150439,True,0.563,0.452,0.048,0.877,1.38e-05,0.145,0.581,91.98
0xOIqJadsikka2so1zhghO,Alone in the Dark Mansion of Madness,26,403911,True,0.335,0.696,0.0307,0.642,0.0,0.12,0.403,95.24
3R11aqnxH9nlrxyAPV3A3Q,Skin Deep (feat. Derek Trucks),29,268906,False,0.572,0.567,0.0341,0.517,2.47e-05,0.158,0.498,135.217
4ysmODoF5WXlBlGkyWfu7J,We Shall Not Overcome,26,232815,False,0.654,0.834,0.0425,0.0172,0.000229,0.089,0.904,139.377
4uPvXmXGjYOOqhbRMmS9XU,Northbound,26,270920,False,0.446,0.787,0.0714,0.0328,0.0,0.141,0.586,125.642
7sGEiBshBJXKRnvyIq3LUB,Sombody else - Acoustic,42,170712,False,0.444,0.316,0.0429,0.841,0.0,0.138,0.571,201.64
5Pk2JQFKZyFnA9e7BAQQQm,Stuck with U - Acoustic,51,188181,False,0.558,0.209,0.0515,0.852,0.0,0.111,0.41,174.887
0P2HFqXUhqvdZ2bS8doDjR,Havana - Acoustic,53,141142,False,0.807,0.403,0.0316,0.901,0.0,0.12,0.95,105.037
3h8uWt8HNyDNubPSEBgTPG,Yakap,66,178947,False,0.738,0.39,0.0334,0.409,0.0,0.107,0.547,113.979
0v1yN5C75um5Wx2WPtFl6k,Sunflower,51,181897,False,0.568,0.213,0.0379,0.955,0.0,0.113,0.302,72.932
56twDecxsQon61crfEXrA5,Hollywood's Bleeding,40,217777,False,0.654,0.135,0.033,0.938,0.0,0.0983,0.16,100.027
1SesKQRY9HNlqbOtCGYWMa,Without You,38,179236,False,0.551,0.161,0.0331,0.954,0.000925,0.116,0.356,129.786
5uY2Vs2sviMqznPxW8f5xz,Between the Stars,43,252013,False,0.484,0.292,0.035,0.868,0.000372,0.0903,0.0771,95.446
05b6SX5DjBpvd5rYIxmwOz,To Whom It May Concern,44,211360,False,0.309,0.159,0.0315,0.912,0.000264,0.1,0.139,87.493
2TDVIt8rGuXEN6IvMIy5iW,Issues - Acoustic,47,189732,False,0.627,0.307,0.0313,0.742,0.0,0.106,0.471,104.669
2N7NctlF0wAl57q68v5MOi,花になる,27,209200,False,0.512,0.884,0.0368,5.53e-06,0.0,0.123,0.48,124.003
4s3G9Ifc1dp8xEksZxNe8P,Unconditional,52,260000,False,0.409,0.222,0.0281,0.882,0.00426,0.213,0.151,63.419
7lr1Qj5i2emYCPqUiIyFcz,Moth To A Flame - Acoustic Instrumental,43,181819,False,0.655,0.0883,0.0488,0.971,0.897,0.109,0.373,119.985
0imuQm7CnK74UdorFpC2Eg,Light,48,267306,False,0.512,0.359,0.0277,0.567,0.0226,0.13,0.132,129.83
6rm0bIbAE0ZfPXNeuIV4DR,Darkness Within,33,252628,False,0.464,0.72,0.0583,0.0166,0.0488,0.0803,0.199,160.057
5tn4ViAVQvGNRvzFIzOnGm,Ikaw Lamang,25,282387,False,0.614,0.441,0.0294,0.76,4.18e-05,0.142,0.148,117.991
4eZP0Tyh1p06Nk1aHOzNrt,Over You,47,283266,False,0.292,0.281,0.0288,0.751,0.000801,0.113,0.164,89.256
0D1Kp0dQ6ZSbeI5n14XHTp,Stay Right Where You Are,39,281213,False,0.652,0.263,0.0447,0.758,2.69e-06,0.106,0.192,119.957
6apacvSkVWWtCxc68FBsZV,(I Just) Died In Your Arms - Acoustic,47,211364,False,0.747,0.221,0.0358,0.93,0.0,0.116,0.369,118.029
36ccrof5DFicLrejE4hEye,Walking By Myself,50,167266,False,0.621,0.519,0.102,0.837,0.00246,0.162,0.775,117.005
5Hnfk1EuhqQuh7QhcnikR1,KISSして,27,223333,False,0.324,0.873,0.0664,0.00119,0.0,0.443,0.775,93.059
6pOD6dUoAMDmvuMePmfOKG,Nintendo,47,178659,False,0.723,0.93,0.128,0.239,0.0,0.155,0.69,124.94
2V2mEnBBn4HsDRNxuVJvwP,Diamonds,26,300626,False,0.755,0.918,0.0397,0.356,2.23e-06,0.319,0.634,111.017
4WzQEkUYTBzo0DRnJfYPls,We'll Make It Through,51,361013,False,0.502,0.309,0.0308,0.575,0.000894,0.0953,0.273,119.236
0ZFq3raMFdXllZJoTbBRnQ,Untainted Innocence,26,133500,False,0.586,0.115,0.0563,0.836,0.926,0.11,0.885,179.941
5Z01kGFWQcQA3XBRxjAzAJ,Afterglow - Stephan Baulig Remix,37,213620,False,0.674,0.52,0.0511,0.272,2.41e-06,0.151,0.422,116.029
5whKev8bxFJ0vl0KfLANyS,To the Wind,25,187908,False,0.491,0.561,0.0246,0.108,0.0,0.139,0.22,151.943
5quIK3oXwunG35RI8HSQDi,What Love Really Means,45,236200,False,0.405,0.428,0.0277,0.0182,1.44e-06,0.14,0.331,145.515
7LHhGBjIBj7kNYLHYH9rMx,PEOPLE GET READY,25,242001,False,0.667,0.0119,0.0636,0.867,0.0,0.288,0.408,133.277
4UXZoNGOQ42aV5uXCkLuYm,Lovin' Whiskey,26,246773,False,0.675,0.366,0.0759,0.719,0.00105,0.191,0.411,72.662
0jJqIi0uMG8IhGlLx7U85J,Already Home,44,230186,False,0.602,0.404,0.0272,0.31,0.0,0.14,0.243,83.054
43WuM1pfzxEB4rPr9PL5xb,Big Time,27,198136,False,0.439,0.532,0.0473,0.618,0.0,0.142,0.437,129.936
3pgXwvxj2qqTOfsUxxQ8nE,Canada,25,126951,False,0.608,0.15,0.0321,0.863,0.0,0.124,0.434,81.988
3Ec6uapAsdc0MY8pDFcsg4,Meet Me in the Shade,24,180000,False,0.556,0.511,0.0298,0.782,4.54e-05,0.0989,0.537,81.613
5kTmg9n7FZ7xv8SZVFhX8P,I Am So Mad at You,27,104306,True,0.682,0.666,0.0381,0.0602,7.99e-05,0.208,0.79,93.992
38qIDDupYe8XIvMrRynpEt,Wind in Your Sails,25,226786,False,0.644,0.34,0.027,0.491,0.0,0.0829,0.298,129.997
25R9Ax7cdjWx0EDr2HAKoA,Deathlessness,27,220832,False,0.554,0.655,0.0388,0.00193,0.56,0.28,0.363,100.423
1Whxt3lFm3WZ5RjayHMucO,Drag Me Down,25,141176,False,0.879,0.411,0.0376,0.61,0.0,0.296,0.609,119.013
5KcGMnoxVuAUexDFoOHROL,None Exempt,27,230691,True,0.425,0.752,0.0398,0.305,0.0,0.157,0.844,105.466
7dE07ULna9h2PituTjrinM,Going To Germany,28,154106,False,0.49,0.198,0.0341,0.973,0.0212,0.125,0.636,106.71
2BWIhAOGhnA7hR6YvXCPsC,Rivers,26,274133,False,0.279,0.498,0.035,0.217,0.0,0.348,0.492,183.874
2Qa3MDbhbTsRVZfw9HjwBJ,When I Was Your Man,25,209530,False,0.503,0.354,0.0329,0.938,0.0,0.0987,0.372,72.295
5rBVF19fMatEF6AstKKIR7,In the Midnight Hour (feat. J.J. Grey),26,159666,False,0.721,0.785,0.0292,0.0882,8.32e-05,0.104,0.878,111.993
1DxwWEVXzZB2IqGxI6GYRK,Seven Nation Army - Acoustic Covers Versions of Popular Songs,25,142363,False,0.773,0.208,0.0438,0.956,0.0,0.149,0.538,109.822
3Z9P9XOLlISMK0MooS8gsN,She's a Problem,25,152053,False,0.484,0.953,0.0927,0.000165,0.00155,0.0658,0.667,97.429
1NKiIuSbv88ecRlB6noXzz,Mood - Acoustic,50,161000,True,0.751,0.29,0.0456,0.846,0.0,0.113,0.683,75.034
28WClWvliFajAplluwtX2J,Long Drive,43,230746,False,0.527,0.578,0.0327,0.197,3.34e-05,0.102,0.405,148.134
0W85Yolr3l72QZsk9UrkqP,Issues,46,221568,False,0.485,0.126,0.052,0.71,0.0,0.106,0.345,152.541
4FhNTUIDPVH8yb9TjHeAmu,Pink Sky Moon,34,224666,False,0.588,0.291,0.0352,0.763,1.56e-06,0.624,0.336,101.158
7qHPp1beQupJUzwRyVtoyy,Hold On,35,198853,False,0.609,0.443,0.0546,0.469,0.0,0.0829,0.166,119.967
1fQeGoPKxnT2dLbEjs6jsm,We Don't Talk Anymore,26,193762,False,0.289,0.432,0.037,0.771,0.0,0.215,0.225,85.504
5IuV0YqQfVkzRQmvoDClV1,Beautiful Girls,45,238010,False,0.576,0.196,0.0322,0.865,0.0,0.117,0.502,118.075
6wSooKrykEc9YTRyIYXF49,Something Beautiful,40,236100,False,0.524,0.768,0.0309,0.00816,0.0213,0.0666,0.0562,117.947
32gazF6n0vQfcaLLCE3Cp3,Right Here Waiting,51,248483,False,0.456,0.285,0.0298,0.856,4.26e-06,0.192,0.228,177.561
6VJcMjtcbFGAwZxqW28C8Q,Cortes de Aragón,47,72167,False,0.426,0.0812,0.0843,0.948,0.889,0.107,0.243,85.204
6hVkpZkfQV82W6e31Xye37,Whenever You're Around,46,202348,False,0.531,0.5,0.0282,0.534,0.000861,0.101,0.319,78.076
1iQ1BpOGF1Umd3lpTV4OPO,With or Without You,55,166943,False,0.641,0.147,0.0337,0.954,1.91e-06,0.111,0.287,111.913
0tu4zWxyFV1Djbf4hLY3xP,深夜高速,26,326706,False,0.474,0.727,0.0329,0.123,2.82e-06,0.244,0.83,79.633
1yTJXe80RThFvGTGDSgNpt,She's The Song - Acoustic,48,233306,False,0.617,0.319,0.029,0.609,0.0,0.122,0.324,133.821
4QVZZAO7LDFjsbWemhTN5y,生きてることが辛いなら,26,273480,False,0.333,0.266,0.0318,0.951,3.32e-05,0.108,0.33,129.249
0VPneSXkOP27R8Cf7v8HSN,My Heart,45,206653,False,0.543,0.638,0.0258,0.103,0.000232,0.132,0.481,102.719
5PusZRYXN29yDQOzDMzSJK,アクセス,27,263266,False,0.615,0.545,0.0268,0.383,2.9e-06,0.16,0.47,110.335
5rRDCbF97rcJW0ES9RhPhC,Life's What You Make It,54,186109,False,0.655,0.686,0.028,0.371,1.13e-06,0.113,0.544,112.974
5Jac5r26r1HkpH9Xv5zt7A,Duet (feat. Stephanie Briggs),50,221786,False,0.213,0.185,0.0327,0.757,8.54e-05,0.111,0.182,72.844
7KqahQEtWTG2xPKE4Kriad,追憶の雨の中 (Original Version),27,238866,False,0.345,0.919,0.0751,0.189,0.0,0.17,0.407,174.147
0Stf1ND7zaL3TEo8kZgld1,I Want It That Way - Acoustic Covers of Popular Songs,51,136470,False,0.392,0.253,0.0354,0.746,0.0,0.321,0.368,203.571
08HbvgCt7APoTp6Vmk7ho1,明日へゆけ,25,372600,False,0.542,0.0325,0.0452,0.964,0.000855,0.105,0.288,131.935
4uBcAJZmH3LkH2rCDe8LgC,青空、ひとりきり - Remastered 2018,26,260893,False,0.762,0.805,0.0358,0.283,0.0,0.106,0.963,116.141
0k3eft3oFkqIJdBFuHFHGW,Someday,26,235000,False,0.644,0.723,0.0288,0.16,0.0,0.13,0.625,105.969
6c6xJgk6Z7WElX8tRUdjZk,All The World (I Tell Myself),38,273026,False,0.488,0.294,0.0261,0.917,0.841,0.0876,0.26,76.647
05hCHpkRbY9srvsP1Ld5IJ,Cried Like A Baby,25,344514,False,0.704,0.488,0.039,0.56,1.57e-05,0.0811,0.745,179.76
7ccurrFI92e3hBtU02WgTL,Good Feeling,47,236840,False,0.369,0.319,0.0288,0.752,0.000837,0.154,0.476,160.359
6VScORohpeHSfdLkPUZuZX,踊る人たち,25,305866,False,0.568,0.24,0.0292,0.902,0.099,0.111,0.508,94.933
0dLh6jkNSm0HnmEdjXghIA,Si Te Vas,26,216584,False,0.483,0.219,0.0482,0.972,0.0,0.116,0.641,149.581
2zfmrdj03N55KX9epHrTg7,So Help Me God,25,257054,False,0.419,0.855,0.0327,7.69e-05,0.0,0.272,0.261,154.098
3eocijVoKZ340ZIkvsatUc,To-Do Lists (Color Coded),25,167999,False,0.566,0.835,0.0377,0.0167,0.0326,0.172,0.549,95.009
1dRIpmF4spf1WCruaM59pN,神無月にかこまれて - Remastered 2018,26,220213,False,0.633,0.647,0.0318,0.133,0.00021,0.0858,0.775,150.805
3giWuQaBIkGG8OcMiWfPMM,7 Years,25,244821,False,0.662,0.268,0.0358,0.858,0.0,0.11,0.394,111.594
4xN6o0Y195FTgzQvmnuMNw,Make It Easy On Yourself,25,226320,False,0.391,0.322,0.0322,0.88,0.0,0.118,0.278,180.048
75i8nGJoT6Q2znZNNhUmk3,Hollow Man,26,191552,True,0.448,0.821,0.0328,0.566,0.0,0.339,0.618,104.687
0J2YKkFn2l1LTpZC7UaNrd,Waves of Panic,26,153342,True,0.301,0.552,0.0495,0.161,0.0,0.143,0.761,166.406
7JuocCvYUBbC0X1bZj6guM,Miranda,25,240866,False,0.524,0.578,0.0267,0.000971,6.55e-06,0.326,0.29,75.032
5WhHTK5wyuY14tiHWuoH4G,Little Life,25,215586,False,0.609,0.693,0.0273,0.000315,0.0,0.3,0.452,119.992
2FYSLfTFri5Gbccm44lXA3,Black Girls,26,340266,False,0.608,0.61,0.0702,0.0278,0.335,0.0369,0.669,121.275
73Zqgqez3FbGjeGRhSkw0O,Kick Your Lawyer in the Face,26,140560,True,0.555,0.508,0.108,0.361,0.000968,0.12,0.961,122.037
5Bfdu7gVB7njCCCQHC0kkI,Fast Track,26,144009,False,0.446,0.621,0.037,0.721,0.0,0.0881,0.867,113.896
1epXnhFfFToKeugQWBCsQg,Maria,26,196226,True,0.633,0.832,0.0863,0.0274,7.57e-06,0.0957,0.838,130.912
5aBpIqXfktr9SSwyAi8Hlj,"""""Corinna - From """"""""The Natch'l Blues""""""""""""",29,180920,False,0.621,0.294,0.11,0.558,2.54e-05,0.0946,0.728,78.599
